BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,1,2,16,1,3,2,-3.9,1,5780
1,2019,1,2,16,2,3,2,-3.9,1,5808
1,2019,1,2,16,3,3,2,-3.9,1,5772
1,2019,1,2,17,0,3,2,-3.9,1,5808
1,2019,1,2,17,1,3,2,-3.9,1,5808
1,2019,1,2,17,2,3,2,-3.9,1,5808
1,2019,1,2,17,3,3,2,-3.9,1,5772
1,2019,1,2,18,0,3,2,-3.9,1,5788
1,2019,1,2,18,1,3,2,-3.9,1,5808
1,2019,1,2,18,2,3,2,-3.9,1,5812
1,2019,1,2,18,3,3,2,-3.9,1,5820
1,2019,1,2,19,0,3,2,-3.9,1,5808
1,2019,1,2,19,1,3,2,-3.9,1,5796
1,2019,1,2,19,2,3,2,-3.9,1,5800
1,2019,1,2,19,3,3,2,-3.9,1,5812
1,2019,1,2,20,0,3,2,-3.9,1,5820
1,2019,1,2,20,1,3,2,-3.9,1,5788
1,2019,1,2,20,2,3,2,-3.9,1,5800
1,2019,1,2,20,3,3,2,-3.9,1,5796
1,2019,1,2,21,0,3,2,-3.9,1,5788
1,2019,1,2,21,1,3,2,-3.9,1,4432
1,2019,1,2,21,2,3,2,-3.9,1,4464
1,2019,1,2,21,3,3,2,-3.9,1,4476
1,2019,1,2,22,0,3,2,-3.9,1,4432
1,2019,1,2,22,1,3,2,-3.9,1,4468
1,2019,1,2,22,2,3,2,-3.9,1,4460
1,2019,1,2,22,3,3,2,-3.9,1,4472
1,2019,1,2,23,0,3,2,-3.9,1,4440
1,2019,1,2,23,1,3,2,-3.9,1,4432
1,2019,1,2,23,2,3,2,-3.9,1,4452
1,2019,1,2,23,3,3,2,-3.9,1,4440
1,2019,1,3,0,0,3,2,-3.9,1,4464
1,2019,1,3,0,1,4,4,5.4,1,4452
1,2019,1,3,0,2,4,4,5.4,1,4452
1,2019,1,3,0,3,4,4,5.4,1,2688
1,2019,1,3,1,0,4,4,5.4,1,1824
1,2019,1,3,1,1,4,4,5.4,1,1836
1,2019,1,3,1,2,4,4,5.4,1,1824
1,2019,1,3,1,3,4,4,5.4,1,1836
1,2019,1,3,2,0,4,4,5.4,1,1848
1,2019,1,3,2,1,4,4,5.4,1,1824
1,2019,1,3,2,2,4,4,5.4,1,1812
1,2019,1,3,2,3,4,4,5.4,1,1824
1,2019,1,3,3,0,4,4,5.4,1,1812
1,2019,1,3,3,1,4,4,5.4,1,1824
1,2019,1,3,3,2,4,4,5.4,1,1824
1,2019,1,3,3,3,4,4,5.4,1,1836
1,2019,1,3,4,0,4,4,5.4,1,1848
1,2019,1,3,4,1,4,4,5.4,1,1824
1,2019,1,3,4,2,4,4,5.4,1,1824
1,2019,1,3,4,3,4,4,5.4,1,1832
1,2019,1,3,5,0,4,4,5.4,1,1816
1,2019,1,3,5,1,4,4,5.4,1,1848
1,2019,1,3,5,2,4,4,5.4,1,1824
1,2019,1,3,5,3,4,4,5.4,1,1836
1,2019,1,3,6,0,4,4,5.4,1,1824
1,2019,1,3,6,1,4,4,5.4,1,1824
1,2019,1,3,6,2,4,4,5.4,1,1808
1,2019,1,3,6,3,4,4,5.4,1,1812
1,2019,1,3,7,0,4,4,5.4,1,1836
1,2019,1,3,7,1,4,4,5.4,1,1816
1,2019,1,3,7,2,4,4,5.4,1,1812
1,2019,1,3,7,3,4,4,5.4,1,1804
1,2019,1,3,8,0,4,4,5.4,1,1804
1,2019,1,3,8,1,4,4,5.4,1,1800
1,2019,1,3,8,2,4,4,5.4,1,1808
1,2019,1,3,8,3,4,4,5.4,1,1816
1,2019,1,3,9,0,4,4,5.4,1,1820
1,2019,1,3,9,1,4,4,5.4,1,1812
1,2019,1,3,9,2,4,4,5.4,1,1792
1,2019,1,3,9,3,4,4,5.4,1,1788
1,2019,1,3,10,0,4,4,5.4,1,1788
1,2019,1,3,10,1,4,4,5.4,1,3180
1,2019,1,3,10,2,4,4,5.4,1,3144
1,2019,1,3,10,3,4,4,5.4,1,3168
1,2019,1,3,11,0,4,4,5.4,1,3144
1,2019,1,3,11,1,4,4,5.4,1,4920
1,2019,1,3,11,2,4,4,5.4,1,5796
1,2019,1,3,11,3,4,4,5.4,1,5804
1,2019,1,3,12,0,4,4,5.4,1,5796
1,2019,1,3,12,1,4,4,5.4,1,5820
1,2019,1,3,12,2,4,4,5.4,1,5780
1,2019,1,3,12,3,4,4,5.4,1,5808
1,2019,1,3,13,0,4,4,5.4,1,5784
1,2019,1,3,13,1,4,4,5.4,1,5788
1,2019,1,3,13,2,4,4,5.4,1,5808
1,2019,1,3,13,3,4,4,5.4,1,5796
1,2019,1,3,14,0,4,4,5.4,1,5804
1,2019,1,3,14,1,4,4,5.4,1,5820
1,2019,1,3,14,2,4,4,5.4,1,5804
1,2019,1,3,14,3,4,4,5.4,1,5804
1,2019,1,3,15,0,4,4,5.4,1,5820
1,2019,1,3,15,1,4,4,5.4,1,6396
1,2019,1,3,15,2,4,4,5.4,1,5800
1,2019,1,3,15,3,4,4,5.4,1,5792
1,2019,1,3,16,0,4,4,5.4,1,5800
1,2019,1,3,16,1,4,4,5.4,1,5784
1,2019,1,3,16,2,4,4,5.4,1,5756
1,2019,1,3,16,3,4,4,5.4,1,5784
1,2019,1,3,17,0,4,4,5.4,1,5796
1,2019,1,3,17,1,4,4,5.4,1,5820
1,2019,1,3,17,2,4,4,5.4,1,5780
1,2019,1,3,17,3,4,4,5.4,1,5780
1,2019,1,3,18,0,4,4,5.4,1,5788
1,2019,1,3,18,1,4,4,5.4,1,5796
1,2019,1,3,18,2,4,4,5.4,1,5776
1,2019,1,3,18,3,4,4,5.4,1,5808
1,2019,1,3,19,0,4,4,5.4,1,5784
1,2019,1,3,19,1,4,4,5.4,1,5788
1,2019,1,3,19,2,4,4,5.4,1,5796
