BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,6,22,16,3,6,5,26.2,1,25012
1,2019,6,22,17,0,6,5,26.2,1,24208
1,2019,6,22,17,1,6,5,26.2,1,18252
1,2019,6,22,17,2,6,5,26.2,1,21644
1,2019,6,22,17,3,6,5,26.2,1,10208
1,2019,6,22,18,0,6,5,26.2,1,16352
1,2019,6,22,18,1,6,5,26.2,2,10356
1,2019,6,22,18,2,6,5,26.2,2,20740
1,2019,6,22,18,3,6,5,26.2,2,17044
1,2019,6,22,19,0,6,5,26.2,2,17128
1,2019,6,22,19,1,6,5,26.2,3,19048
1,2019,6,22,19,2,6,5,26.2,3,13452
1,2019,6,22,19,3,6,5,26.2,3,13288
1,2019,6,22,20,0,6,5,26.2,3,13540
1,2019,6,22,20,1,6,5,26.2,3,12948
1,2019,6,22,20,2,6,5,26.2,3,13748
1,2019,6,22,20,3,6,5,26.2,3,12544
1,2019,6,22,21,0,6,5,26.2,3,12448
1,2019,6,22,21,1,6,5,26.2,4,12836
1,2019,6,22,21,2,6,5,26.2,4,8244
1,2019,6,22,21,3,6,5,26.2,4,10792
1,2019,6,22,22,0,6,5,26.2,4,10488
1,2019,6,22,22,1,6,5,26.2,4,11196
1,2019,6,22,22,2,6,5,26.2,4,7164
1,2019,6,22,22,3,6,5,26.2,4,20072
1,2019,6,22,23,0,6,5,26.2,4,17836
1,2019,6,22,23,1,6,5,26.2,4,11100
1,2019,6,22,23,2,6,5,26.2,4,11104
1,2019,6,22,23,3,6,5,26.2,4,10684
1,2019,6,23,0,0,6,5,26.2,4,9568
1,2019,6,23,0,1,7,5,26.1,2,10336
1,2019,6,23,0,2,7,5,26.1,2,10732
1,2019,6,23,0,3,7,5,26.1,2,9964
1,2019,6,23,1,0,7,5,26.1,2,13612
1,2019,6,23,1,1,7,5,26.1,1,6420
1,2019,6,23,1,2,7,5,26.1,1,10072
1,2019,6,23,1,3,7,5,26.1,1,8904
1,2019,6,23,2,0,7,5,26.1,1,19608
